 time            vo1             vo2             vcmp            p1              p2             
 1.12545927e-05 -1.30881662e-01  3.14626606e-02  1.49999961e+00  0.00000000e+00  6.88912134e-02 
 1.12637782e-05 -1.30751942e-01  3.22409763e-02  1.49999961e+00  0.00000000e+00  2.06673640e-01 
 1.12821492e-05 -1.30511434e-01  3.36840858e-02  1.49999961e+00  0.00000000e+00  4.82238494e-01 
 1.12863296e-05 -1.30460263e-01  3.39912157e-02  1.49999961e+00  0.00000000e+00  5.44943776e-01 
 1.12936452e-05 -1.30373291e-01  3.45129542e-02  1.49999961e+00  0.00000000e+00  6.54678020e-01 
 1.13017446e-05 -7.50009263e-01  6.62780478e-02  1.49999961e+00  0.00000000e+00  7.76169505e-01 
 1.13097589e-05 -7.49994122e-01  6.63031381e-02  1.49999961e+00  0.00000000e+00  8.96382932e-01 
 1.13182321e-05 -7.49997804e-01  6.63100000e-02  1.49999961e+00  0.00000000e+00  1.02348130e+00 
 1.13302465e-05 -7.49997756e-01  6.63241017e-02  1.49999961e+00  0.00000000e+00  1.20369769e+00 
 1.13500000e-05 -7.49997662e-01  6.63454981e-02  1.49999961e+00  0.00000000e+00  1.50000000e+00 
 1.13524029e-05 -7.49997651e-01  6.63479348e-02  1.49999961e+00  0.00000000e+00  1.50000000e+00 
